Text,Category
napster offers rented music to go music downloading  for those that have rejected the free peer to peer services  can be a costly business. the cost of paying even as little as 70p per track can add up  particularly for those people who own one of the new generation of players that can store thousands of songs.,tech
labour faces  cold calls  inquiry labour is to be investigated by a watchdog over claims its election campaign has broken the rules on  cold calling  householders. the information commissioner is to look into a complaint from the lib dems about how labour uses its call centres.,politics
mystery surrounds new yukos owner the fate of russia s yuganskneftegas - the oil firm sold to a little-known buyer on sunday - is the subject of frantic speculation in moscow. baikal finance group emerged as the auction winner  agreeing to pay 260.75bn roubles (£4.8bn; $9.4bn).,business
sun offers processing by the hour sun microsystems has launched a pay-as-you-go service which will allow customers requiring huge computing power to rent it by the hour. sun grid costs users $1 (53p) for an hour s worth of processing and storage power on systems maintained by sun.,tech
landmark movies  of 2004 hailed us film professionals have declared fahrenheit 9/11 and the passion of the christ as two of the most significant cultural milestones of 2004. the american film institute (afi) hailed mel gibson s biblical epic and michael moore s political documentary as inspiring national debate.,entertainment
court rejects $280bn tobacco case a us government claim accusing the country s biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court. the demand for $280bn (£155bn) - filed by the clinton administration in 1999 - was rejected in a 2-1 decision.,business
consumer concern over rfid tags consumers are very concerned about the use of radio frequency id (rfid) tags in shops  a survey says. more than half of 2 000 people surveyed said they had privacy worries about the tags  which can be used to monitor stock on shelves or in warehouses.,tech
faith schools citizenship warning schools must improve the quality of citizenship lessons - or social cohesion and democracy will suffer  says the education watchdog. independent faith schools were singled out by ofsted chief  david bell  for not doing enough to promote the  wider tenets of british society .,politics
gamers snap up new sony psp gamers have bought almost all of the first batch of sony s new playstation portable (psp) games console  which went on sale in japan on sunday. thousands of people queued for hours to get hold of one of the 200 000 psps which were shipped to retailers.,tech
blair and blunkett sheffield trip tony blair is to join home secretary david blunkett in a visit to sheffield on thursday. mr blunkett s conduct is being looked at to establish whether he abused his position in relation to his ex-lover.,politics
oscars race enters final furlong the race for the oscars entered its final stages as the deadline for voters to choose their winners passed. the 5 808 academy voters had until tuesday afternoon to return their ballots - any late submissions will not be included in the count.,entertainment
giggs handed wales leading role ryan giggs will captain wales as he wins his 50th cap in wednesday s friendly against hungary in cardiff. john toshack  in his first game as coach after succeeding mark hughes  admits he is surprised that giggs has only just reached the landmark.,sport
smith keen on home series return scotland manager walter smith has given his backing to the reinstatement of the home international series. such a plan is to be proposed by the new chief executive of the northern irish fa  howard wells  at the next meeting of the four home countries.,sport
salary scandal in cameroon cameroon says widespread corruption in its finance ministry has cost it 1bn cfa francs ($2m; £1m) a month. about 500 officials are accused of either awarding themselves extra money or claiming salaries for  non-existent  workers.,business
s korean credit card firm rescued south korea s largest credit card firm has averted liquidation following a one trillion won ($960m; £499m) bail-out. lg card had been threatened with collapse because of its huge debts but the firm s creditors and its former parent have stepped in to rescue it.,business
musicians  upbeat  about the net musicians are embracing the internet as a way of reaching new fans and selling more music  a survey has found. the study by us researchers  pew internet  suggests musicians do not agree with the tactics adopted by the music industry against file-sharing.,tech
time to get tough on friendlies  for an international manager  a friendly provides an important opportunity to work with your players. the only problem is that the game itself can often be a farce.,sport
aviator  creator  in oscars snub the man who said he got oscar-nominated movie the aviator off the ground and signed up leonardo dicaprio has been shut out of the academy awards race. charles evans jr battled over his role with the people who eventually made the film  and won a producer s credit.,entertainment
downloads enter us singles chart digital music downloads are being included in the main us singles chart for the first time. billboard s hot 100 chart now incorporates data from sales of music downloads  previously only assigned to a separate download chart.,entertainment
slow start to speedy net services faster broadband in the uk is becoming a reality as more internet providers offer super-fast services. some lucky britons can already take advantage of uk online s 8 megabits per second service  which was launched in november 2004.,tech
howard denies split over id cards michael howard has denied his shadow cabinet was split over its decision to back controversial labour plans to introduce id cards. the tory leader said his front bench team had reached a  collective view  after holding a  good discussion   but admitted it was  not an easy issue .,politics
rocker doherty in on-stage fight rock singer pete doherty has been involved in a fight with his band s guitarist at their biggest gig to date. babyshambles played for 5 000 fans at london s brixton academy on tuesday.,entertainment
wipro beats forecasts once again wipro  india s third-biggest software firm  has reported a 60% rise in profit  topping market expectations. net income in the last quarter was 4.3bn rupees ($98m; £52m)  against 2.7bn a year earlier.,business
willis sues over movie  injury  actor bruce willis is suing revolution studios over an injury he said he suffered while making tears of the sun. willis is seeking medical expenses after he said he was hit in the head by a firework during the filming of the 2002 movie  produced by the firm.,entertainment
firefox browser takes on microsoft microsoft s internet explorer has a serious rival in the long-awaited firefox 1.0 web browser  which has just been released. few people get excited when some new software is released  especially when the program is not a game or a music or movie player.,tech
us to rule on yukos refuge call yukos has said a us bankruptcy court will decide whether to block russia s impending auction of its main production arm on thursday. the russian oil firm has filed for bankruptcy protection in the us in an attempt to halt the forced sale.,business
bees handed potential man utd tie brentford face a home tie against holders manchester united in the fa cup sixth round if they can come through their replay against southampton. the league one side held the saints at st mary s in their fifth-round tie and were rewarded with a potential draw against sir alex ferguson s side.,sport
air china in $1bn london listing china s national airline is to make its overseas stock market debut with a dual listing in london and hong kong  the london stock exchange (lse) has said. air china plans to raise $1bn (£514m) from the flotation.,business
italy to get economic action plan italian prime minister silvio berlusconi will unveil plans aimed at kickstarting the country s sputtering economy on thursday night in rome. he will present an  action plan for the development of italy  in a meeting with industrialists and trade union leaders.,business
khodorkovsky quits yukos shares jailed tycoon mikhail khodorkovsky has transferred his controlling stake in oil giant yukos to a business partner. mr khodorkovsky handed over his entire 59.5% stake in holding company group menatep - which controls yukos - to leonid nevzlin.,business
connors boost for british tennis former world number one jimmy connors is planning a long-term relationship with the lawn tennis association to help unearth the next tim henman. the american spent three days at the lta s annual elite performance winter camp in la manga earlier this week.,sport
henman & murray claim lta awards tim henman was named player of the year for 2004 by the lawn tennis association at wimbledon on monday. the briton was recognised for the best year of his career  which saw him reach the semis at the french and us opens.,sport
ink helps drive democracy in asia the kyrgyz republic  a small  mountainous state of the former soviet republic  is using invisible ink and ultraviolet readers in the country s elections as part of a drive to prevent multiple voting. this new technology is causing both worries and guarded optimism among different sectors of the population.,tech
argentina closes $102.6bn debt swap argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bondholders later on friday  with the government hopeful that most creditors will accept the deal. the estimated loss to bondholders is up to 70% of the original value of the bonds  yet the majority are expected to accept the government s offer.,business
moore questions captaincy brian moore believes the england captain should not be a full-back. jason robinson has led the team during their opening three defeats in the six nations tournament  in the absence of fly-half jonny wilkinson.,sport
straw praises kashmir moves the uk has welcomed the decision by india and pakistan to open a bus link across the ceasefire line dividing the disputed region of kashmir. foreign secretary jack straw  touring south east asian countries  praised the  spirit of cooperation  in achieving the breakthrough.,politics
cup holders man utd visit everton holders manchester united and premiership leaders chelsea both face difficult away ties against premiership opposition in the fa cup fifth round. united were drawn against everton  while chelsea face a trip to newcastle.,sport
little britain two top comic list little britain stars matt lucas and david walliams have been named the most powerful people in tv comedy  in a poll by listings magazine radio times. the duo kept phoenix nights creator peter kay at number two and the office star ricky gervais in third place.,entertainment
gaming firm to sell uk dog tracks six uk greyhound tracks have been put up for sale by gaming group wembley as part of a move which will lead to the break-up of the group. wembley announced the planned sale as it revealed it was to offload its us gaming division to blb investors.,business
bafta to hand out movie honours movie stars from across the globe are attending this year s bafta film award ceremony. british stars imelda staunton and clive owen are hoping for awards at the odeon in london s leicester square.,entertainment
uk debut for kevin spacey movie hollywood stars kevin spacey and kate bosworth attended the british premiere of new film  beyond the sea  in london s leicester square on thursday. spacey  45  wrote  directed and starred in the film  inspired by the life of 1950s croooner bobby darin.,entertainment
kilroy names election seat target ex-chat show host robert kilroy-silk is to contest the derbyshire seat of erewash at the next general election. labour s elizabeth blackman won the seat in 1997 and has a 6 932 majority.,politics
rings of steel combat net attacks gambling is hugely popular  especially with tech-savvy criminals. many extortionists are targeting net-based betting firms and threatening to cripple their websites with deluges of data unless a ransom is paid.,tech
rolling out next generation s net the body that oversees how the net works  grows and evolves says it has coped well with its growth in the last 10 years  but it is just the start.   in a sense  we have hardly started in reaching the whole population   the new chair of the internet engineering task force (ietf)  brian carpenter  says. the ietf ensures the smooth running and organisation of the net s architecture.,tech
ajax refuse to rule out jol move ajax have refused to reveal whether tottenham s boss martin jol is on the dutch champions  shortlist to become the amsterdam club s new coach. jol  who has coached in his native holland  has guided spurs to the premiership s top eight.,sport
j&j agrees $25bn guidant deal pharmaceutical giant johnson & johnson has agreed to buy medical technology firm guidant for $25.4bn (£13bn). guidant is a key producer of equipment that combats heart problems such as implant defibrillators and pacemakers.,business
veteran martinez wins thai title conchita martinez won her first title in almost five years with victory over anna-lena groenefeld at the volvo women s open in pattaya  thailand. the 32-year-old spaniard came through 6-3 3-6 6-3 for her first title since berlin in 2000.,sport
iaaf will contest greek decision the international association of athletics federations will appeal against the acquittal of greek athletes kostas kenteris and katerina thanou. the high-profile duo were cleared of doping offences by the greek athletics federation (segas) last month.,sport
satellite mapping aids darfur relief aid workers trying to house  feed and clothe millions of homeless refugees in the sudanese region of darfur are getting a helping hand from advanced mapping technology. a european consortium of companies and university groups known as respond is working to provide accurate and up to date maps.,tech
top stars join us tsunami tv show brad pitt  robert de niro and hugh grant have been added to the line-up for a two-hour us tv special to raise money for victims of the asian tsunami. andy garcia  lucy liu  natalie portman and jay leno are also among the new names for saturday s tsunami aid.,entertainment
christmas shoppers flock to tills shops all over the uk reported strong sales on the last saturday before christmas with some claiming record-breaking numbers of festive shoppers. a spokesman for manchester s trafford centre said it was  the biggest christmas to date  with sales up 5%.,business
swiss cement firm in buying spree swiss cement firm holcim has bid $800m (£429m) to buy two indian cement firms and a holding company in the country. it plans to buy associated cement companies (acc)  ambuja cement eastern and the holding firm  ambuja cement india ltd  a holcim statement said.,business
russia wto talks  make progress  talks on russia s proposed membership of the world trade organisation (wto) have been  making good progress  say those behind the negotiations. but the chairman of the working party  ambassador stefan johannesson of iceland  warned that there was  still a lot of work has to be done .,business
parties warned over  grey vote  political parties cannot afford to take older uk voters for granted in the coming election  says age concern. a survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds.,politics
scotland 18-10 italy six chris paterson penalties gave scotland victory in a dour but clinical encounter against italy at murrayfield. coach matt williams  side were outmuscled and outplayed in a tense first half but led 6-3 at the break.,sport
junk e-mails on relentless rise spam traffic is up by 40%  putting the total amount of e-mail that is junk up to an astonishing 90%. the figures  from e-mail management firm email systems  will alarm firms attempting to cope with the amount of spam in their in-boxes.,tech
child access law shake-up planned parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers. curfews and community service orders were other options which could be used if court orders to allow parental access were defied  lord falconer said.,politics
uk young top euro earnings league british children enjoy the highest average annual income in europe - more than double that of spanish or italian youngsters  a report suggests. children in the uk between the ages of 10 and 17 had an annual income of £775  said market analyst datamonitor.,business
tech helps disabled speed demons an organisation has been launched to encourage disabled people to get involved in all aspects of motorsport  which is now increasingly possible thanks to technological innovations. the motorsport endeavour club left the starting grid yesterday at the autosport international 2005 show at birmingham s nec  with several technologies to adapt vehicles on display.,tech
camera phones are  must-haves  four times more mobiles with cameras in them will be sold in europe by the end of 2004 than last year  says a report from analysts gartner. globally  the number sold will reach 159 million  an increase of 104%.,tech
wales want rugby league training wales could follow england s lead by training with a rugby league club. england have already had a three-day session with leeds rhinos  and wales are thought to be interested in a similar clinic with rivals st helens.,sport
parmalat bank barred from suing bank of america has been banned from suing parmalat  the food group which went bust in 2003 after an accounting scandal. the bank - along with investors  auditors and the group s managers - wants damages for being a victim of fraud at the hands of the italian firm.,business
mourinho plots impressive course chelsea s win at fulham - confirming their position at the premiership summit - proves that they now have everything in place to mount serious challenges on all fronts this season. they have got strength in depth  great players  an outstanding manager in jose mourinho and finances no other club in the world can match.,sport
tv show unites angolan families angolan families who are attempting to track each other down  after being separated by nearly 30 years of war  are succeeding thanks to a hugely popular tv show. meeting point has become one of tv angola s most watched programmes  and has reunited hundreds of families.,entertainment
bank voted 8-1 for no rate change the decision to keep interest rates on hold at 4.75% earlier this month was passed 8-1 by the bank of england s rate-setting body  minutes have shown. one member of the bank s monetary policy committee (mpc) - paul tucker - voted to raise rates to 5%.,business
fear will help france - laporte france coach bernard laporte believes his team will be scared going into their game with england on sunday  but claims it will work in their favour. the french turned in a stuttering performance as they limped to a 16-9 win against scotland in the opening match of the six nations on saturday.,sport
gadget market  to grow in 2005  the explosion in consumer technology is to continue into 2005  delegates at the world s largest gadget show  in las vegas  have been told. the number of gadgets in the shops is predicted to grow by 11%  while devices which talk to each other will become increasingly important.,tech
search wars hit desktop pcs another front in the on-going battle between microsoft and google is about to be opened. by the end of 2004 microsoft aims to launch search software to find any kind of file on a pc hard drive.,tech
brits return keane to number one brits success has helped return keane s award-winning album hopes and fears back to the top of the uk album chart. the debut album  which took the best british album title at the brits on tuesday  moved up seven places from number eight to number one.,entertainment
fao warns on impact of subsidies billions of farmers  livelihoods are at risk from falling commodity prices and protectionism  the un s food & agriculture organisation has warned. trade barriers and subsidies  severely  distort the market  the fao report on the  state of agricultural commodity markets 2004  said.,business
martinez sees off vinci challenge veteran spaniard conchita martinez came from a set down to beat italian roberta vinci at the qatar open in doha. the 1994 wimbledon champion won 5-7 6-0 6-2 to earn a second round meeting with french open champion anastasia myskina.,sport
blair hails turkey-eu talks deal tony blair has hailed a deal bringing turkey a step closer to eu membership as important for the world s future  peace and prosperity . mr blair has been a leading advocate of turkish membership despite controversy surrounding the idea.,politics
global blogger action day called the global web blog community is being called into action to lend support to two imprisoned iranian bloggers. the month-old committee to protect bloggers  is asking those with blogs to dedicate their sites on 22 february to the  free mojtaba and arash day .,tech
tindall aiming to earn lions spot bath and england centre mike tindall believes he can make this summer s lions tour  despite missing most of the season through injury. the world cup winner has been out of action since december  having damaged both his shoulder and his foot.,sport
french suitor holds lse meeting european stock market euronext has met with the london stock exchange (lse) amid speculation that it may be ready to launch a cash bid. euronext chief jean-francois theodore held talks with lse boss clara furse the day after rival deutsche boerse put forward its own bid case.,business
gazprom  in $36m back-tax claim  the nuclear unit of russian energy giant gazprom is reportedly facing a 1bn rouble ($35.7m; £19.1m) back-tax claim for the 2001-2003 period. vedomosti newspaper reported that russian authorities made the demand at the end of last year.,business
s&n extends indian beer venture the uk s biggest brewer  scottish and newcastle (s&n)  is to buy 37.5% of india s united breweries in a deal worth 4.66bn rupees ($106m:£54.6m). s&n will buy a 17.5% equity stake in united  maker of the well-known kingfisher lager brand  and make a public offer to buy another 20% stake.,business
police urge pub closure power new powers are needed to close disorderly pubs  bars and clubs for up to a week or even permanently  police chiefs have told mps. association of chief police officers president chris fox said the current 24-hour closure power did not have enough impact on bad landlords.,politics
double injury blow strikes wales wales centre sonny parker and number eight ryan jones will miss saturday s game with italy because of injury. parker has not recovered from a trapped nerve in his neck that kept him out of the win over england  and tom shanklin is expected to continue at centre.,sport
spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests. more than a quarter have bought software through spam e-mails and 24% have bought clothes or jewellery.,tech
eurovision  greats  to do battle stars of the eurovision song contest from the show s 50-year history are to compete against each other to celebrate the contest s anniversary. viewers will choose 14 past songs to be performed by the original artists or others in the spirit of the originals.,entertainment
mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend. britain s first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise.,tech
doors open at biggest gadget fair thousands of technology lovers and industry experts have gathered in las vegas for the annual consumer electronics show (ces). the fair showcases the latest technologies and gadgets that will hit the shops in the next year.,tech
iraq to invite phone licence bids iraq is to invite bids for two telephone licences  saying it wants to significantly boost nationwide coverage over the next decade. bids have been invited from local  arab and foreign companies  iraq s ministry of communications said.,business
new ukip defection to  veritas  the uk independence party has lost one of its two london assembly members to robert kilroy-silk s new political party  expected to launch on wednesday. damian hockney said ex-chatshow host mr kilroy-silk would  deliver better  as the leader of a eurosceptic party.,politics
cairn energy in indian gas find shares in cairn energy rose 3.8% to 1 088 pence on tuesday after the uk firm announced a fresh gas discovery in northern india. the firm  which last year made a number of other new finds in the rajasthan area  said the latest discovery could lead to large gas volumes.,business
hobbit picture  four years away  lord of the rings director peter jackson has said that it will be up to four years before he starts work on a film version of the hobbit. the oscar winner said on a visit to sydney there was a  desire  to make it  but not before lengthy negotiations.,entertainment
doves soar to uk album summit manchester rock band doves have entered the uk album chart at number one with their new release  some cities. the trio replace flamboyant us act scissor sisters at the top.,entertainment
tutu s guantanamo release call archbishop desmond tutu has called for the release of the remaining inmates at guantanamo bay and terror suspects detained without trial in the uk. his comments follow news that all four britons held by the us in the cuban camp will be freed within weeks.,politics
federer joins all-time greats the last year has seen one player dominate men s tennis  and one country dominate the women s game. roger federer became the first man since mats wilander in 1988 to win three grand slams in one season.,sport
blunkett unveils policing plans people could be given the mobile phone number of their local bobby under an overhaul of policing in england and wales unveiled by david blunkett. the plans include a dedicated policing team for each neighbourhood and a 10 point compulsory customer charter.,politics
india seeks to boost construction india has cleared a proposal allowing up to 100% foreign direct investment in its construction sector. kamal nath  commerce and industry minister  announced the decision in delhi on thursday following a cabinet meeting.,business
radcliffe enjoys winning comeback paula radcliffe made a triumphant return to competitive running with victory in the new york marathon. the briton  running for the first time since dropping out of the olympic marathon and 10 000m  held off kenyan susan chepkemei in a thrilling finish.,sport
chinese exports rise 25% in 2004 exports from china leapt during 2004 over the previous year as the country continued to show breakneck growth. the spurt put china s trade surplus - a sore point with some of its trading partners - at a six-year high.,business
act on detention ruling  uk urged the government must act quickly on the law lords  ruling that detention of foreign terror suspects without trial is unlawful  mary robinson has said. the former un commissioner for human rights and irish president told radio 4 s today the government s response would be scrutinised internationally.,politics
gatlin and hayes win owen awards american olympic stars justin gatlin and joanna hayes have been named the winners of the 2004 jesse owens awards  usa track & field s (usatf) top honour. gatlin  22  won the closest 100m final in games history with a career-best time of 9.85 seconds in athens.,sport
online commons to spark debate online communities set up by the uk government could encourage public debate and build trust  says the institute of public policy research (ippr). existing services such as ebay could provide a good blueprint for such services  says the think-tank.,tech
jones medals  must go if guilty  world anti-doping agency (wada) chief dick pound says marion jones should be stripped of all her medals if found guilty of taking banned substances. victor conte  of balco laboratories  claims the american sprinter regularly used drugs to enhance her performance.,sport
no re-draft  for eu patent law a proposed european law on software patents will not be re-drafted by the european commission (ec) despite requests by meps. the law is proving controversial and has been in limbo for a year.,tech
lib dems target the student vote students can decide the fate of mps in some seats at the next election  liberal democrat leader charles kennedy has claimed. the party says the votes of students can win it 27 new seats at the poll.,politics
a november to remember last saturday  one newspaper proclaimed that england were still the number one side in the world. that statement was made to look a little foolish by events later that afternoon at twickenham.,sport
dallaglio his own man to the end controversy and lawrence dallaglio have never been very far away from each other throughout a glittering international career. even the end of his nine-year career came out of the blue  just four days before the start of the season.,sport
hotspot users gain free net calls people using wireless net hotspots will soon be able to make free phone calls as well as surf the net. wireless provider broadreach and net telephony firm skype are rolling out a service at 350 hotspots around the uk this week.,tech
comic morris returns with sitcom comedian chris morris  who created controversial tv show brass eye  is to return to screens with a new sitcom about a spoof london media worker. morris will direct and co-write nathan barley - a character from cult website tv go home - for channel 4.,entertainment
sideways dominates spirit awards the comedy sideways has dominated this year s independent spirit awards  winning all six of the awards for which it was nominated. it was named best film while alexander payne won best director and best screenplay  along with writing partner jim taylor.,entertainment
concerns over windows atms cash machine networks could soon be more susceptible to computer viruses  a security firm has warned. the warning is being issued because many banks are starting to use the windows operating system in machines.,tech
france set for new da vinci novel french booksellers are braced for a rush of interest after another book from the author of the da vinci code is translated into french. angels and demons  by us author dan brown  will go on sale on wednesday.,entertainment
robinson wants dual code success england rugby union captain jason robinson has targeted dual code success over australia on saturday. robinson  a former rugby league international before switching codes in 2000  leads england against australia at twickenham at 1430 gmt.,sport
stam spices up man utd encounter ac milan defender jaap stam says manchester united  know they made a mistake  by selling him in 2001. the sides meet at old trafford in the champions league game on wednesday and the 32-year-old s dutchman s presence is sure to add spice to the fixture.,sport
blinx sequel purrs nicely the original blinx was intended to convert many platform game lovers to microsoft s then new xbox console. its sharp graphics and novel gameplay  with the main character able to pause  slow  rewind and fast-forward time  were meant to lure many fans to the new machine.,tech
lee to create new film superhero comic book veteran stan lee is to team up with producer robert evans to create a movie featuring a new superhero. foreverman will focus on a character who has to face problems in everyday life as well as using his special powers to save the world.,entertainment
half of uk s mobiles  go online  multimedia mobile phones are finally showing signs of taking off  with more britons using them to go online. figures from industry monitor  the mobile data association (mda)  show the number of phones with gprs and mms technology has doubled since last year.,tech
dame julie pops in to see poppins mary poppins star dame julie andrews watched the hit stage version of her classic film at a charity performance in london s west end. it was the first time dame julie  who shot to fame as the nanny in the 1964 disney movie  had seen the musical  staged at the prince edward theatre.,entertainment
snow patrol bassist exits group snow patrol had  no other course of action  but to ask their co-founder and bassist to leave the band  lead singer gary lightbody has said. mark mcclelland had been in the band for more than 10 years since its formation at dundee university.,entertainment
stuart joins norwich from addicks norwich have signed charlton midfielder graham stuart until the end of the season for an undisclosed fee.   it was a very easy decision to make   the 34-year-old told norwich s website. the attraction for me was to continue to play in the premiership.,sport
beckham rules out management move real madrid midfielder david beckham has no plans to become a manager when his playing career is over.   i am not interested in being a coach but i would like to have football schools   the england captain said on television station canal plus. i have wanted to do that since i went to the bobby charlton school.,sport
man utd stroll to cup win wayne rooney made a winning return to everton as manchester united cruised into the fa cup quarter-finals. rooney received a hostile reception  but goals in each half from quinton fortune and cristiano ronaldo silenced the jeers at goodison park.,sport
douglas set for indian adventure actor michael douglas is to co-produce and star in an adventure film about a diamond robbery set in india. the new picture is expected to be similar to douglas s action films of the 1980s  romancing the stone and the jewel of the nile.,entertainment
three djs replace peel radio show the late john peel s bbc radio 1 show is to be succeeded in february by three shows hosted by three djs focusing on diverse  non-commercial music. huw stephens  ras kwame and rob da bank will each host the mid-week  late-night timeslot  showcasing uk talent.,entertainment
savvy searchers fail to spot ads internet search engine users are an odd mix of naive and sophisticated  suggests a report into search habits. the report by the us pew research center reveals that 87% of searchers usually find what they were looking for when using a search engine.,tech
mcclaren hails boro s uefa spirit middlesbrough boss steve mcclaren has praised the way his side have got to grips with european football after the 2-0 uefa cup win against lazio. boro  who are playing in europe for the first time in their 128-year history  are top of group e with maximum points.,sport
russian ex-spy on hunger strike an ex-russian intelligence officer who risked his life spying for mi6 is entering the seventh week of a hunger strike near 10 downing street. viktor makarov  50  claims he has been betrayed by the british authorities  who promised he would live like an  average british citizen .,politics
double win for sea inside spanish movie the sea inside has been named best picture and star javier bardem best actor at the bangkok international film festival. based on the true story of a paralysed man s battle to end his life  the sea inside was best foreign language film at the 2005 golden globe awards.,entertainment
umbro profits lifted by euro 2004 uk sportswear firm umbro has posted a 222% rise in annual profit after sales of replica england football kits were boosted by the euro 2004 tournament. pre-tax profit for 2004 was £15.4m ($29.4m).,business
anelka  eyes man city departure  striker nicolas anelka reportedly wants to leave manchester city in search of champions league football. anelka  25  is in talks over a contract extension beyond 2007 with city but is believed to fear his career will go stale if he stays at the club.,sport
khodorkovsky ally denies charges a close associate of former yukos boss mikhail khodorkovsky has told a court that fraud charges levelled against him are  false . platon lebedev has been on trial alongside mr khodorkovsky since june in a case centring around the privatisation of a fertiliser firm.,business
bush to get  tough  on deficit us president george w bush has pledged to introduce a  tough  federal budget next february in a bid to halve the country s deficit in five years. the us budget and its trade deficit are both deep in the red  helping to push the dollar to lows against the euro and fuelling fears about the economy.,business
galloway targets  new labour  mp george galloway is to stand against pro-iraq war labour mp oona king at the next general election. mr galloway  who on thursday won £150 000 in libel damages from the daily telegraph said he would contest bethnal green  in london  for respect.,politics
mps criticise child access system divorced parents seeking access to their children are often disadvantaged by the legal system  mps have said. the constitutional affairs select committee said parents with custody could exploit delays in the system to stop former partners gaining access.,politics
uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme. officials in cojedes state said on friday that farmland owned by a subsidiary of the vestey group would be taken and used to settle poor farmers.,business
blair looks to election campaign tony blair s big speech will be looked back on as the performance that kicked off the election campaign. that poll may still be about 16 weeks away  but there can be little doubt left that the campaign is now in full swing.,politics
will tory tax cuts lift spirits  michael howard has finally revealed the full scale of his planned tory tax cuts. should he win the next general election  he has earmarked £4 billion that will be used to reduce taxes - although he still will not say which or how.,politics
o connell rejects lions rumours ireland and munster lock paul o connell has dismissed media reports linking him to the captaincy of the lions tour to new zealand this summer. o connell is rumoured to be among the front-runners for the job  but says he is totally focused on sunday s six nations crunch clash with england.,sport
no to royal succession shake-up a labour peer has withdrawn proposals to give female members of the royal family the same rights as males. the legislation would have ended the right of male heirs with older sisters to succeed to the crown.,politics
sella wants michalak recall former france centre philippe sella believes coach bernard laporte must recall frederic michalak to give his side any chance of beating ireland. sella admitted he had been impressed by current fly-half yann delaigue in the rbs six nations to date.,sport
kenya lift chepkemei s suspension kenya s athletics body has reversed a ban on marathon runner susan chepkemei after she made an official apology. athletics kenya (ak) had suspended the two-time london marathon runner-up for failing to turn up to a cross-country team training camp in embu.,sport
european losses hit gm s profits general motors (gm) saw its net profits fall 37% in the last quarter of 2004  as it continued to be hit by losses at its european operations. the us giant earned $630m (£481.5m) in the october-to-december period  down from $1bn in the fourth quarter of 2003.,business
stars pay tribute to actor davis hollywood stars including spike lee  burt reynolds and oscar nominee alan alda have paid tribute to actor ossie davis at a funeral in new york. veteran star ossie davis  a well-known civil rights activist  died in miami at the age of 87 on 4 february 2005.,entertainment
republic to face china and italy the republic of ireland have arranged friendlies against china and italy which will take place at lansdowne road in march and august. brian kerr s side will face the 54th ranked chinese on 29 march - just three days after the world cup qualifier against israel in tel aviv.,sport
remote control rifle range debuts soon you could go hunting via the net. a texas company is considering letting web users use a remote-controlled rifle to shoot down deer  antelope and wild pigs.,tech
campbell rescues arsenal sol campbell proved to be an unlikely match-winner to earn arsenal a hard-fought win at portsmouth. the england defender lashed home a 25-yard shot for his first goal in 16 months to take arsenal back into second spot  five points behind chelsea.,sport
new rules tackle  sham weddings  new rules on marriage for foreign nationals living in the uk are coming into force. from tuesday  most non-eu citizens will need home office approval to marry.,politics
levy tipped for whitbread prize novelist andrea levy is favourite to win the main whitbread prize book of the year award  after winning novel of the year with her book small island. the book has already won the orange prize for fiction  and is now 5/4 favourite for the £25 000 whitbread.,entertainment
spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests. more than a quarter have bought software through spam e-mails and 24% have bought clothes or jewellery.,tech
england coach faces rap after row england coach andy robinson is facing disciplinary action after criticising referee jonathan kaplan in his side s six nations defeat to ireland. the rugby football union (rfu) will investigate robinson after deciding not to lodge a complaint against kaplan.,sport
johnson uncertain about euro bid jade johnson is undecided about whether to contest next month s european indoor championships in madrid despite winning the aaas long jump title on saturday. the 24-year-old delivered a personal best of 6.50m to win the european trials but had to wait until her final jump after four failures.,sport
rover deal  may cost 2 000 jobs  some 2 000 jobs at mg rover s midlands plant may be cut if investment in the firm by a chinese car maker goes ahead  the financial times has reported. shanghai automotive industry corp plans to shift production of the rover 25 to china and export it to the uk  sources close to the negotiations tell the ft.,business
mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend. britain s first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise.,tech
gadgets galore on show at fair the 2005 consumer electronics show in las vegas is a geek s paradise with more than 50 000 new gadgets and technologies launched during the four-day event. top gadgets at the show are highlighted in the innovations showcase  which recognises some of the hottest developments in consumer electronics.,tech
connick jr to lead broadway show singer and actor harry connick jr is to star in a broadway revival of 1950s hit musical the pajama game. he will play the supervisor of a us pyjama factory who has a romance with a union activist during labour unrest.,entertainment
foxx and swank win us awards jamie foxx and hilary swank have won the screen actors guild awards for best male and female film actors  boosting their oscars hopes this month. foxx s portrayal of late soul-singer ray charles in ray had already earned him a prestigious golden globe award.,entertainment
