text,category,source,score,length
"The following event actually happened to a famous basketball coach.             ""When I first got a job as La Salle University's basketball coach, the phone rang and my wife told me it was Sports Illustrated. I cut myself shaving and fell down the steps in my rush to get the phone.  When I got there, a voice on the other end said, 'For just 75 cents an issue...'""",Sports,wocka,,94
"The accountant's prayer:   ""Lord, help me be more relaxed about insignificant details, starting tomorrow at 10.53:16 am, Eastern Daylight Saving Time.""",At Work,wocka,,36
"New Rules      New Rules  Dear Employee:    As a result of the reduction of money budgeted for department areas, we are forced to cut down on our number of personnel.    Under this plan, older employees will be asked to take early retirement, thus permitting the retention of younger people who represent our future. Therefore, a program to phase out older personnel by the end of the current fiscal year, via retirement, will be placed into effect immediately.    This program will be known as SLAP (Sever Late-Aged Personnel). Employees who are SLAPPED will be given the opportunity to look for jobs outside the company.    SLAPPED employees can request a review of their employment records before actual retirement takes place. This review phase of the program is called SCREW.    SCREW (Survey of Capabilities of Retired Early Workers). All employees who have been SLAPPED and SCREWED may file an appeal with upper management.    This appeal is called SHAFT (Study by Higher Authority Following Termination).    Under the terms of the new policy, an employee may be SLAPPED once, SCREWED twice, but may be SHAFTED as many times as the company deems appropriate.    If an employee follows the above procedure, he/she will be entitled to get: HERPES (Half Earnings for Retired Personnel's Early Severance) or CLAP (Combined Lump sum Assistance Payment).    As HERPES and CLAP are considered benefit plans, any employee who has received HERPES or CLAP will no longer be SLAPPED or SCREWED by the company.    Management wishes to assure the younger employees who remain on board that the company will continue its policy of training employees through our:    Special High Intensity Training (SHIT). We take pride in the amount of SHIT our employees receive. We have given our employees more SHIT than any company in this area. If any employee feels they do not receive enough SHIT on the job, see your immediate supervisor.    Your supervisor is specially trained to make sure you receive all the SHIT you can stand.    And, once again, thanks for all your years of service with us.",At Work,wocka,,487
"One day Peyton Manning dies and goes to heaven. Upon arrival, he's given a nice sized house, and a few of his trophies and some Colts apparel is set up around the house to honor his days as a QB.    One day, as he's walking along the golden streets, he hears the news that Ben Roethlisberger has died. As he looks up, he sees this ridiculously large mansion - a big, BIG mansion. The building is completely decked out and covered in Ben Roethlisberger banners and flags and paraphanelia. Peyton is a little put out, so he goes to see God.    ""God,"" he says when he meets him, ""I don't think this is very fair. I mean, I WAS the better quarterback. Just look at my record and my stats! Do you think it's fair that he gets all that and I just get a little house?""    God simply smiles and chuckles a little before shaking his head. ""Peyt,"" he says, ""That's not Ben Roethlisberger's house. That's MY house.""",Sports,wocka,,231
"Three Texas surgeons were playing golf together and discussing surgeries they had performed.    One of them said, ""I'm the best surgeon in Texas. A concert pianist lost seven fingers in an accident; I reattached them, and eight months later he performed a private concert for the Queen of England.""    One of the others said, ""That's nothing: a young man lost both arms and legs in an accident; I reattached them, and two years later he won a gold medal in field events in the Olympics.""    The third surgeon said, ""You guys are amateurs. Several years ago a cowboy who was high on cocaine and alcohol rode a horse head-on into a train traveling 80 miles an hour. All I had left to work with was the horse's ass and a cowboy hat. Now he's  president of the United States.""",News / Politics,wocka,,182
"An astronaut in space was asked by a reporter, ""How do you feel?""  ""How would you feel,"" the astronout replied, ""if you were stuck here, on top of 20,000 parts each one supplied by the lowest bidder?""",At Work,wocka,,52
"An engineer, a mathmatician and an arts graduate were given the task of finding the height of a church steeple (the first to get the correct solution wins a $1000).    The engineer tried to remember things about differential pressures, but resorted to climbing the steeple and lowering a string on a plumb bob until it touched the ground and then climbed down and measured the length of the string.    The Mathematician layed out a reference line, measured the angle to the top of the steeple from both ends and worked out the height by trigonometry.    However, the arts graduate won the prize. He bought the vicar a beer in the local pub and he told him how high the church steeple was.",At Work,wocka,,157
"A communication technician drafted by the army was at a firing range. At the range, he was given some instruction, a rifle and 50 rounds. He fired several shots at the target. The report came from the target area that all attempts had completely missed the target.     The technician looked at his weapon, and then at the target. He looked at the weapon again, and then at the target again. He then put his finger over the end of the rifle barrel and squeezed the trigger with his other hand. The end of his finger was blown off, whereupon he yelled toward the target area: ""It's leaving here just fine, the trouble must be at your end!""",Tech,wocka,,141
"A salesman, and engineer, and a technician are driving in a car when, just outside of town, they get a flat tire. The three of them get out of the car and scratch their heads.    The salesman says, ""Maybe I should walk into town and get us a new tire. I know that I can bargain with the man at the parts store and get us a great deal.""    The engineer stops him, saying, ""No, before you do that, we'll have to do some computations, figuring the grade of the road, the asphalt temperature, and the average rate of speed we will be traveling to know what kind of tire you should buy.""    The technician laughs and shakes his head. ""No, no, no! What's wrong with you guys? Hell, we have a spare tire in the trunk - now all we have to do is start swapping tires until we find the flat one!""",At Work,wocka,,195
"Recently, Today Tonight have held a survey. The results indicate that 3 out of 4 people make up 75% of the population.",At Work,wocka,,28
"Hillary Clinton went in for her yearly check-up.    When it was finished, she asked her gynecologist how everything was. He said he was pleased and that she was in great shape, and that she was pregnant. ""No way!"" she exclaimed, but he assured her she was most definitely pregnant.    She stormed out of the examining room, grabbed the receptionist's phone and dialed the private line in the Oval Office. When Bill answered the phone, she shouted, ""I can't believe it! I'm pregnant! You got me pregnant!""    The president didn't say anything, and she screamed, ""Didn't you hear me?? I'm pregnant! You got me pregnant!""    Hesitantly, the president asked, ""Um...who IS this?""",News / Politics,wocka,,169
PLEASE DON'T SMOKE IN MY OFFICE!    I enjoy sex more than you enjoy smoking but you don't see me screwing in your office.,At Work,wocka,,38
"Many authors are disputing who wrote the Shakespeare plays. They each say they did. In their arguing, they decide to try and prove who wrote it by first showing Shakespeare's work, then theirs.     Shakespeare version:  TITANIA to BOTTOM  Thou art as wise as thou art beautiful.    Jack London's version:  TITANIA to BOTTOM  You're as wise as the snowy owl and as beautiful as the clear night sky with fresh white snow under the Northern lights.    Dr. Seuss' version:  TITANIA to BOTTOM  You're as attractive as green eggs on a plate and the way you sing is fantastically great!    Homer's version:  TITANIA to BOTTOM  Be you as wise as Odysseus and as beautiful as fair Helen.    Guess who won.",At Work,wocka,,187
"Good Ev'nin America! I, George Dubya Bush, confess that I wrote the Shakespeare plays. First of all, I'm very intellentifull. I didn't mean to confusinate you, but I'm just that smart. Do not misunderestimate me because I can't prononunce n-n-n-uclar -you know what I mean. Shakespeare was in my axis of evil, so I wrote the plays. I mean, who would write plays like ""A Homedy of Terrors, Nothing to Say about Something, The Naming of my Poo, Porklet, and A Late Winter's Ice Cream?"" I must also give credit to my Secretary of State, Donald Rumpelstiltskin for playing an interceptun on my fumble.",News / Politics,wocka,,164
"A photographer from a well-known national magazine was assigned to cover the recent Southern California fires. The magazine wanted to show some of the heroic work of the firefighters as they battled the blazes.     When the photographer arrived, he realized that the smoke was so thick that it would seriously impede or make it impossible for him to photograph anything from ground-level.     So he requested permission to rent a plane and take photos from the air. His request was approved, and arrangements were made. He was told to report to a nearby airport, where a single-engine plane would be waiting for him.     He arrived at the airport and saw a plane warming up near the gate. He jumped in with his bag and shouted, ""Let's go!"" The pilot swung the plane into the wind, and within minutes they were in the air.     The photographer said, ""Fly over the park and make two or three low passes so I can take some pictures.""     ""Why?"" asked the pilot.     ""Because I am a photographer for a national magazine,"" he responded, ""and I need some close-up shots.""     The pilot was silent for a moment; finally he stammered, ""So, you're telling me you're not the flight instructor?""",At Work,wocka,,277
"A 14-year old boy was helping his mom wash the dishes after dinner on a beautiful day.  He says, ""Mom, can I go outside? I want to play football.""  His mom says, ""OK, but on one condition: you let your little brother play with you and your friends.""  The teenager replied with, ""But mom, we already tried that. This time I want to play with a real football!""",Sports,wocka,,91
"It was Superbowl Sunday for the animals, and the Elephants were playing the Cows. The whole first half of the game, the Elephants got their butts whipped. The cows were winning by a mile. By halftime, the Elephants were about ready to give up. But at the start of the second half, a new player ran on to the field. It was a Centipede! He was so fast the cows couldn't even get within five feet of him. In no time, the Elephants had twice as many points as the cows.   At the end of the game, the coach of the Elephants thanked the centipede for helping them win the Super Bowl. ""But I just want to know, why didn't you come out until halftime?""  The centipede answered, ""It took me that long to put my shoes on!""",Sports,wocka,,185
"Rising gas prices have caused the following event:    The wife comes home and says, ""It's been a tough week. I want you to take me someplace expensive tonight.""    The husband promptly takes her to the nearest Gas Station.",News / Politics,wocka,,55
"Barbara Walters of 20/20 did a story on gender roles in Kabul several years before the Afghan conflict. She noted that women customarily walked about 5 paces behind their husbands.    She returned to Kabul recently and observed that women still walk behind their husbands, but now seem to walk even further back and are happy with the old custom.    Ms. Walters approached one of the Afghani women and asked, ""Why do you now seem happy with the old custom that you used to try and change?""    ""Land mines,"" said the woman.    MORAL: BEHIND EVERY MAN IS A SMART WOMAN",News / Politics,wocka,,136
"Two men were digging a ditch on a very hot day. One said to the other, ""Why are we down in this hole digging a ditch when our boss is standing up there in the shade of a tree?"" ""I don't know,"" responded the other. ""I'll ask him.""    So he climbed out of the hole and went to his boss. ""Why are we digging in the hot sun and you're standing in the shade?"" ""Intelligence,"" the boss said. ""What do you mean, 'intelligence'?""    The boss said, ""Well, I'll show you. I'll put my hand on this tree and I want you to hit it with your fist as hard as you can."" The ditch digger took a mighty swing and tried to hit the boss' hand. The boss removed his hand and the ditch digger hit the tree. The boss said, ""That's intelligence!""    The ditch digger went back to his hole. His friend asked, ""What did he say?"" ""He said we are down here because of intelligence."" ""What's intelligence?"" said the friend. The ditch digger put his hand on his face and said, ""Take your shovel and hit my hand.""",At Work,wocka,,256
"--That comment about Elton being ""twice the woman"" she ever was.     --Caught Eminem fantasizing about killing other women.     --Sick of hiding her love for the Insane Clown Posse.     --Sure, he talks and raps like a black man, but when he takes down his pants...     --Would rather end up like Nicole Kidman than Nicole SIMPSON.     --Overheard 5-year-old daughter shouting, ""Faggot!"" while watching ""Mr. Rogers"".     --Recently overtaken by a strange and unfamiliar compulsion to live past the age of 35.     --I mean come on, people. . . the dude LOST TO STEELY DAN!!!     --Thanks to a recent surgery, her head's no longer implanted deep within her own rectum.     ...And The Top Reason Eminem's Wife Filed For Divorce. . .     --Sick of dating a rich, famous, abusive bastard. Would like to try a poor, unknown abusive bastard for a change.",News / Politics,wocka,,245
"I studied and studied and came up with a conclusion      1. The sport of choice for the urban poor is BASKETBALL.                    2. The sport of choice for maintenance level employees is BOWLING.                    3. The sport of choice for front-line workers is FOOTBALL.                    4. The sport of choice for supervisors is BASEBALL.                    5. The sport of choice for middle management is TENNIS.                  6. The sport of choice for corporate officers is GOLF.           AMAZING CONCLUSION:       The higher you are in the corporate structure, the smaller your balls become.",At Work,wocka,,236
"I had been doing Tech Support for Hewlett-Packard's DeskJet division for about a month when I had a customer call with a problem I just couldn't solve. She could not print yellow. All the other colors would print fine, which truly baffled me because the only true colors are cyan, magenta, and yellow. For instance, green is a combination of cyan and yellow, but green printed fine.     Every color of the rainbow printed fine except for yellow. I had the customer change ink cartridges. I had the customer delete and reinstall the drivers. Nothing worked. I asked my co-workers for help; they offered no new ideas.     After over two hours of troubleshooting, I was about to tell the customer to send the printer in to us for repair when she asked quietly,     ""Should I try printing on a piece of white paper instead of this ""yellow"" construction paper?""",Tech,wocka,,195
Why is a football pitch so cold?  Because of all the fans,Sports,wocka,,16
"Four football fans go rock climbing one afternoon: a Patriots fan, a Falcons fan, an Eagles fan, and a Steelers fan. They had been arguing all the way up the mountain about who among them was the most ""die-hard"" fan.     Upon reaching the top of the mountain, the Patriots  fan proclaimed to the other three... ""This is for the New England Patriots!"" and promptly threw himself off the mountain as a form of sacrifice.     Not to be outdone by a Patriots fan, the Falcons fan jumped up and said... ""This is for the Atlanta Falcons!"" and then threw himself off the mountain, again as a form of sacrifice.     Refusing to be outdone by the Patriots and Falcons fans, the Steelers fan rose to his feet and yelled at the top of his lungs, ""This is for the Pittsburgh Steelers!"" and without hesitation, pushed the Philadelphia Eagles fan off the mountain.",Sports,wocka,,195
What do you get when you cross a chicken with a monkey?    George W. Bush,News / Politics,wocka,,22
"A man said to his golfing friend, ""I hit two of my best balls yesterday!""     ""Oh yeah?""     ""Yeah, I stepped on a rake in the bunker.""",Sports,wocka,,45
"A man in a hot air balloon realized he was lost. He reduced altitude and spotted a woman below. He descended a bit more and shouted, ""Excuse me, can you help me? I promised a friend I would meet him an hour ago, but I don't know where I am.""    The woman below replied, ""You are in a hot air balloon hovering approximately 30 feet above the ground. You are between 40 and 41 degrees north latitude and between 59 and 60 degrees west longitude.""    ""You must be a teacher,"" said the balloonist.    ""I am,"" replied the woman. ""How did you know?""    ""Well,"" answered the balloonist, ""Everything you told me is technically correct, but I have no idea what to make of your information, and the fact is I am still lost. Frankly, you've not been much help so far.""    The woman below responded, ""You must be an administrator.""    ""I am,"" replied the balloonist, ""But how did you know?""    ""Well,"" said the woman, ""You don't know where you are or where you are going. You have risen to where you are due to a large quantity of hot air. You made a promise that you have no idea how to keep. You expect someone else to solve your problem, and the fact is you are in exactly the same position you were before we met, but now, somehow, it's my fault.""",At Work,wocka,,313
"ok,     If the Jacksonville Jaguars are known as the Jags, and the Tampa Bay Buccaneers known as Bucs, what does that make the Tennessee Titans?",Sports,wocka,,36
"A pastor, a doctor and an engineer were waiting one morning for a particularly slow group of golfers. The engineer fumed, ""What's with these guys? We must have been waiting for 15 minutes!""     The doctor chimed in, ""I don't know, but I've never seen such ineptitude!""    The pastor said, ""Hey, here comes the greens keeper. Let's have a word with him.""    ""Hi George. Say, what's with that group ahead of us? They're rather slow, aren't they?""    The greens keeper replied, ""Oh, yes, that's a group of blind firefighters. They lost their sight saving our clubhouse from a fire last year, so we always let them play for free anytime.""    The group was silent for a moment.    The pastor said, ""That's so sad. I think I will say a special prayer for them tonight.""    The doctor said, ""Good idea. And I'm going to contact my ophthalmologist buddy and see if there's anything he can do for them.""    The engineer said, ""Why can't these guys play at night?""",Sports,wocka,,252
"Al Davis had finally put together the perfect Oakland Raiders team for '98. The only thing he was missing was a good quarterback. He had scouted all the colleges, and even the high schools, and he couldn't find a quarterback that would ensure a SuperBowl win.    Then one night, watching CNN, he saw a war zone in Bosnia. In the background, out of the corner of his eye, he spotted a young Bosnian soldier with a truly incredible arm. He threw a hand grenade straight into a 15th story window 200 yards away! He threw another grenade into a group of about 10 soldiers a good 110 yards away! A car passes going 80 miles (120 km) an hour, and he send another grenade right into the barely open window. ""I've got to get this guy,"" Al says to himself, ""He has the perfect arm!""     So he brings him to the States and teaches him the game of football. Predictably, the young man breaks all the NFL records for completed passes, and the Raiders go on to win the SuperBowl.    The young Bosnian is lionized as the Great Hero of SuperBowl XXXIII, and when Al asks him what he wants, all the young man wants to do is to call his mother.    ""Mom,"" the young man says into the receiver, ""I just won the SuperBowl.""    ""I don't want to talk to you, "" the old woman says, ""You deserted us. You're not my son.""    ""I don't think you understand, mother,"" the young man pleads, ""I just won the greatest sporting event in the world. I'm in the middle of thousands of adoring fans.""    ""No, let me tell you,"" the mother implores. ""At this very moment, there are gun shots all around us. The neighborhood is a pile of rubble. Your two brothers were beaten within an inch of their lives last week, and this week your sister was attacked in broad daylight...""    The old lady pauses, then says through her tears, ""I'll never forgive you for moving us to Oakland!""",Sports,wocka,,454
"Fishing season hasn't opened and a fisherman who doesn't have a license, is casting for trout as a stranger approaches and asks: ""Any luck?""    ""Any luck? This is a wonderful spot. I took 10 out of this stream yesterday,"" he boasts.    ""Is that so? By the way, do you know who I am?"" asks the stranger.    ""Nope.""    ""Well, meet the new game warden.""    ""Oh,"" gulped the fisherman. ""Well, do you know who I am?""    ""Nope.""    ""Meet the biggest liar in the state!""",Sports,wocka,,141
"A couple of young boys were fishing at their special pond off the beaten track. All of a sudden, the Game Warden jumped out of the bushes.    Immediately, one of the boys threw his rod down and started running through the woods like a bat out of hell. The Game Warden was hot on his heels.    After about a half mile, the young man stopped and stooped over with his hands on his thighs to catch his breath, so the Game Warden finally caught up to him.    ""Let's see yer fishin' license, Boy!"" the Warden gasped.    With that, the boy pulled out his wallet and gave the Game Warden a valid fishing license.    ""Well, son,"" said the Game Warden. ""You must be about as dumb as a box of rocks! You don't have to run from me if you have a valid license!""    ""Yes, sir,"" replied the young guy. ""But my friend back there, well, he don't have one.""",Sports,wocka,,216
"My first job was working in an orange juice factory, but I got canned because I couldn't concentrate.    Then I worked in the woods as a lumberjack, but I just couldn't hack it, so they gave me the axe.    After that I tried to be a tailor, but I just wasn't suited for it. The job was only so-so anyhow.    Next I tried working in a muffler factory, but that was exhausting.    I wanted to be a barber, but I just couldn't cut it.    I attempted to be a deli worker, but any way I sliced it, I couldn't cut the mustard.    My best job was being a musician, but eventually I found I wasn't note worthy.    I studied a long time to become a doctor, but I didn't have any patience.    Next was a job in a shoe factory; I tried, but I just didn't fit in.    I became a professional fisherman, but discovered that I couldn't live on my net income.    I thought about becoming a witch, so I tried that for a spell.    I managed to get a good job working for a pool maintenance company, but the work was just too draining.    My last job was working at Starbucks, but I had to quit, because it was always the same old grind.    After many years of trying to find steady work, I finally got a job as a historian, until I realized there was no future in it.",At Work,wocka,,333
"The football players were doing very well in their games, but when it came to academics, they were failing.  So the administrater of the school, who desired all of his students to graduate, talked to the coach of the football team and said, ""Coach, if ONE of your football players can answer a single math problem, I will not get rid of the football team, but if he gets it wrong, I'm afraid I will have to throw out the team.  When the team was gathered up and a player was selected to answer the problem, the administrator asked him, ""Okay, what is 3 + 4?""  The football player thought and thought and thought and thought.  After five hours and multiple countings on his fingers, the player said, ""Seven!""  The coach raised his arms and pleaded, ""Give him another chance, please!!!!!!""",Sports,wocka,,178
"Enter MEXICO illegally. Never mind immigration quotas, visas, international law, or any of that nonsense. Once there, demand that the local government provide free medical carefor you and your entire family.                                            Try driving around as a Gringo in Mexico with no liability insurance,and have an accident.                                                      Demand bilingual nurses and doctors.   Demand free bilingual local government forms, bulletins, etc.   Procreate abundantly. Deflect any criticism of this allegedly irresponsible reproductive behavior with, ""It is a cultural UnitedStates thing. You would not understand, pal.""    Demand classes on American culture in the Mexican school system.   Demand a local Mexican driver license. This will afford other legalrights and will go far to legitimize your unauthorized, illegal,presence in Mexico.   Insist that local Mexican law enforcement teach English to all itsofficers.  This will never work in the real world. So why do we let them do it to us?",News / Politics,wocka,,298
"Recently a family court judge was interviewing a 15 yr. old boy, asking him which parent he wanted to live with, his mother or father?  The kid said he didn't want to live with either one -- that both of them beat him all the time.  The kid said he wanted to live with the Dallas Cowboys -- they never beat anybody!",Sports,wocka,,73
"Did you know in 1923, the following men were considered some of the world's most successful men . . . at least they found the secret of making money.  Whereas, in 1987, more than 60 yrs. later, do you know what became of these men?    The president of the largest steel company, Charles Schwab, died a pauper. The president of the largest gas company, Howard Hopson, went insane. The president of the New York Stock Exchange, Richard Whitney, was released from prison to die at home. The greatest wheat speculator, Arthur Cooger, died abroad insolvent. The president of the Bank of International Settlement shot himself and the greatest bear on Wall Street, Casabee Rivermore, died by suicide.    The same year, 1923, the winner of the most important golf championship, Gene Sarazen, won the US Open and the PGA tournaments.  Today he is still playing golf and is solvent.    Conclusion:  Stop worrying about business and play golf!",Sports,wocka,,215
"Liberals want to solve the marijuana problem by making it legal.    Conservatives want to solve the wife-beating problem by making it legal.    Liberals want to strike down all abortion laws, so that unwanted babies can be killed off before they're born.    Conservatives want to strike down the welfare laws, so that unwanted babies can be starved to death after they're born.    The conservative would prevent rape by locking up his wife and daughters.    The liberal would prevent rape by legalizing prostitution.  Neither considers locking up rapists, because the liberal says it's society's fault and the conservative says it costs too much money.",News / Politics,wocka,,138
"This joke is kind of dated but it's still funny.  Al Gore, Bill, Hilary, and Chelsea Clinton were all riding in the Airforce One. Out of the blue Gore says, ""I could throw a hundred, one dollar bills out the window and make a hundred people happy."" Bill says, ""Well I could throw ten, ten dollar bills out the window, and make ten people very happy."" Hilary, not wanting to be left out, says ""Well I could throw one, one hundred dollar bill out the window and make one person extremely happy."" Chelsea rolled her eyes and said ""Well i could throw all three of you out the window and make the whole nation happy!""",News / Politics,wocka,,143
"Dr. Seuss as Technical Writer     If a packet hits a pocket on a socket on a port,   and the bus is interrupted as a very last resort,   and the address of the memory makes your floppy disk abort,   then the socket packet pocket has an error to report.    If your cursor finds a menu item followed by a dash,  and the double-clicking icon puts your window in the trash,   and your data is corrupted 'cause the index doesn't hash,   then your situation's hopeless and your system's gonna crash!    If the label on the cable on the table at your house,   says the network is connected to the button on your mouse,   but your packets want to tunnel on another protocol,   that's repeatedly rejected by the printer down the hall,   and your screen is all distorted by the side effects of gauss,   so your icons in the window are as wavy as a souse,   then you may as well reboot and go out with a bang,   'cause as sure as I'm a poet, the sucker's gonna hang!    When the copy of your floppy's getting sloppy on the disk,   And the microcode instructions cause unnecessary risc,   Then you have to flash your memory and you'll want to RAM your ROM,  Quicky turn off the computer and be sure to tell your mom!",Tech,wocka,,307
"An old country boy pulls up to a bait shop with a stringer full of fish.  A man, noticing the stringer, asks him where he caught all the fish.  He said he was going fishing again, tomorrow, and if the guy wanted to come with him he'd show him where he caught the fish.    The next morning the two men meet at the bait shop and head out for the lake.  They row out to the middle of the water and the good ole boy pulls out a stick of dynamite, lights it and throws it in the water.  All kinds of fish float to the surface and he starts pulling them in the boat.     His buddy is shocked! He says, ""You know, what you're doing is not only improper but highly illegal. I just want you to know you could receive a big fine or maybe even go to jail. I know what I'm talking about because I work for the wildlife dep't and I'm what they call a 'game warden'.""  The good old boy takes out another stick of dynamite, lights it and sticks it in his friend's hand and says, ""You gonna fish or just sit there and talk about what you do for a living?""",Sports,wocka,,258
Politics - A strife of interests masquerading as a contest  of principles. The conduct of public affairs for private advantage,News / Politics,wocka,,26
"1. You don't suffer from insomnia... you enjoy every minute of it.  2. Your pupils are dialated 24/7  3.*You don't have time for a girlfriend and would rather have a talking frog instead.  4. L337 is a common word in your household.  5. The targeting reticle from halo is permanently burned onto your retina... and you love it.  6. You know the correct pronunciation of MJOLNIR.  7. You have a microwave in your room.  8. Your dog can beat your friends at halo.  9. Your pug, 30 pounds over weight can physically kick your butt.  10. You've memorized the entire halo soundtrack.",Tech,wocka,,152
"You might be a Republican if...  1. You have a brain  2. You have morales  3. Your bumper sticker say's ""Somewhere in Massachusetts a village is missing it's idiot""  4. You totaly agree with everything Foxworthy say's  5. You bought a shotgun and THEN  voted against gun control  You might become a republican if...  1. You found a brain  2. You stole someones morales  3. You bought a truck with that bumper sticker and was to lazy to take it off.  4. You're dating a Republicans daughter  5. Actually it was the guy's shotgun that changed you.    You might be a democrat if...  1. You have no brain  2. You have no morales  3. Your bumper sticker say's ""eye is ejumucated, u shid bee two""  4. You don't know who Hitler is but think he has a cool name.  5. You think homosexuality is fine, but not for your kids.    You might become a democrat if...  1. You lost your brain  2. Someone stole your morales  3. You can't read said bumper sticker  4. You don't get anything Foxworthy say's  5. You love your daughter, she loves her dad, and you're jealous",News / Politics,wocka,,284
"(Linux is a server far superior to windows. It's logo is Tux the digital penguin.)  1. Your favorite movie was Kill Bill.  2. Your favorite animal is a penguin.  3. You think micro and soft describe Bill Gates.  4. You would like to ""server"" Gates head.  5. Your desktop picture is of tux burning the windows flag.  6. Your motto is ""W1ND0W$ 1$ 7H3 root 0F @LL 3V1L""  7. You can read the above statment.  8. You think XBOX was Microsoft's first success.  9. You would rather have a computer from Hasbro than Microsoft.  10. Your computer can play solitaire.      For you Windows users #6 means ""Windows is the root of all evil"".",Tech,wocka,,182
"President Bush, Dan Quayle, Ross Perot, and Bill Clinton all traveled together to see the Wizard of Oz. Upon arrival, they were brought to see him.    First, President Bush went to see the Wizard and said, ""Everyone says I have no compassion or feelings, I wish to have a Heart,"" so the Wizard said, ""So be it.""    Second was Dan Quayle. He told the Wizard, ""People think I'm unintelligent and have no common sense whatsoever. I want a brain."" The Wizard said, ""So be it.""     Third to ask the Wizard was Ross Perot. ""People say I have no confidence, and I lack conviction. I wish to have some courage."" The Wizard granted this wish as well.    Yhen Bill Clinton approached the Wizard. The Wizard looked at him and said, ""Well, what do you want?"" to which Clinton replied, ""I'm here for Dorothy!""",News / Politics,wocka,,203
"One night, Bill Clinton was awakened by George Washington's ghost in the White House. Clinton saw him and asked, ""George, what is the best thing I could do to help the country?""     ""Set an honest and honorable example, just as I did,"" advised George.     The next night, the ghost of Thomas Jefferson moved through the dark bedroom. ""Tom, what is the best thing I could do to help the country?"" Clinton asked.     ""Cut taxes and reduce the size of government,"" advised Tom.     Clinton didn't sleep well the next night, and saw another figure moving in the shadows. It was Abraham Lincoln's ghost. ""Abe, what is the best thing I could do to help the country?"" Clinton asked.     ""Go to the theatre.""",News / Politics,wocka,,175
"Bill Clinton, George Bush, and Ronald Reagan are in a boat in the Potomac, when suddenly the boat develops a leak. They have only one life preserver jacket.    Bill says: ""Let's do the Democratic thing. Take a vote to see who gets the life preserver."" They each write a name on a piece of paper and stuff it in a coffee can. Bush and Reagan get one vote each; Clinton gets six.",News / Politics,wocka,,94
"Did you hear that in response to President Bill Clinton's habit of dropping in on the local McDonalds, the McDonald's national management has announced a commemorative double cheeseburger, the McClinton?    Of course, when you get it, the price has doubled, you never get the fries you were originally promised, and it's got half the meat.",News / Politics,wocka,,76
"Before his infamous haircut on the tarmac, Clinton asked his stylist Christophe, ""How long will this take, how much will it cost, and how good will this look?""    Christophe replied just ten minutes, cost $20, and look marvelous. An hour and fifteen minutes later, Clinton looked into the mirror in horror and Christophe handed him a bill for $200.    Clinton gasped, ""You took too long, it doesn't look that great, and it is costing me ten times more than you said!""    Christophe replied, ""That makes us even.""",News / Politics,wocka,,126
"Bill and Hillary were going down a back road and stopped at a gas station.    As the worker was filling up their car, he said to Hillary, ""I went to high school with you"".     She recognized him and agreed with him.    Later, as they were driving down the road, Bill said, ""If you had married him you wouldn't be married to the President.""    Hillary said, ""Oh yes, I would - he would be President.""",News / Politics,wocka,,105
"A couple is at an Art exhibition, and they are looking at a portrait that has them a little taken aback. The picture depicts 3 very black, very naked men, sitting on a park bench; 2 have a black penis, and the one in the middle has a pink penis.     As the couple is looking somewhat puzzled at the picture, the artist walks by and says ""Can I help you with this painting. I'm the artist who painted it.""     The man says ""Well, we like the painting but don't understand why you have 3 African men on a bench, and the one in the middle has a pink penis, while the other two have  black penises.""     The artist says ""Oh, you are misinterpreting the painting. They're not African men, they are Irish coal miners and the one in the middle went home for lunch.",At Work,wocka,,187
"Reporters asked Dan Quayle what he thought of Roe v. Wade?  His response: ""Two alternate ways to cross the Potomac.""",News / Politics,wocka,,33
"What does the ""O"" and the ""N"" stand for in 'CLEMSON'?        The ""O"" is for honor, and the ""N"" for knowledge.",Sports,wocka,,44
"About four or five years ago I was standing in a ticket line at LAX, and a fellow in a line parallel to mine had a golf bag slung over his shoulder. Since the line was long and airline ticketing is a slow process at best, we struck up a conversation. He brightened when I admired his golf bag, and he proudly stated that he was on the PGA Tour. Then he turned to me and asked the question all golfers ask: ""Do you play?""     I shook my head, ""I used to, but I quit because I wasn't very good. I shot consistently in the low seventies.""     There was a long, low in-take of breath, then ""The low seventies?""     ""Yes,"" I admitted.     ""Consistently?"" he queried admiringly.     ""Every hole,"" I confessed.",Sports,wocka,,195
Why did the coach go to the bank?      To get his quarter back!,Sports,wocka,,22
"A bright young executive had just been hired as the new CEO of a large high tech firm. The CEO who was stepping down met with him privately and handed him three numbered envelopes.    ""Open these if you run up against a problem you don't think you can handle,"" he said.    Well, things went along pretty smoothly, but six months later, sales took a nosedive and he was really catching a lot of heat from the board. At wit's end, he remembered the envelopes. He went to his drawer and took out the first envelope. The message  read, ""Blame your predecessor.""    The new CEO called a press conference and tactfully laid the blame at the feet of the previous CEO. Satisfied with his comments, the board, the press, and Wall Street responded positively, sales picked up, stock prices rose and the problem was soon behind him.    About a year later, the company was again experiencing a slight dip in sales, combined with serious problems getting new product to market. Having learned from his previous experience, the CEO wasted no time in opening the second envelope. The message read, ""Reorganize."" This he did, and again the company quickly rebounded.    After several consecutive profitable quarters, the  company once again fell on difficult times. The CEO went to his office, closed the door and opened the third envelope. The simple message said:     ""Prepare three envelopes...""",At Work,wocka,,308
